sy_snum,sy_pnum,pl_orbper,pl_orbper_err,pl_orbsmax,pl_orbsmax_err,pl_rade,pl_rade_err,pl_bmassj,pl_bmassj_err,pl_orbeccen,pl_orbeccen_err,pl_ratdor,pl_ratdor_err,pl_ratror,pl_ratror_err,st_teff,st_teff_err,st_rad,st_rad_err,st_mass,st_mass_err,st_met,st_met_err,st_logg,st_logg_err,st_age,st_age_err,st_vsin,st_vsin_err,pl_ratmom,pl_ratmom_err
1,1,4.322482,2.15e-05,0.052,0.00042500000000000003,11.99,0.56,0.3,0.011,0.0,0.0,10.891148937764411,0.41414460191893543,0.10706375175101376,0.006388552366019853,5924.0,55.0,1.0266897746967072,0.03812824956672444,1.0377603523187962,0.08617666986336447,0.05,0.08,4.400417442664439,0.4902558258201435,2.4,0.8,1.5,0.6,0.0002760033554245162,2.5054437936000832e-05
1,1,3.53269,1e-05,0.05150220178185924,0.007407850941863911,13.787,1.569,0.67,0.19,0.02,0.01,8.94,0.85,0.10193201324263795,0.015772227823402513,6000.0,100.0,1.24,0.13,1.46,0.63,-0.05,0.05,4.5,0.2,2.4,0.8,7.5,0.6,0.00043813921775243293,0.00022623303235950806
3,1,2.34121,2e-06,0.03887855223759662,0.004531299794645777,15.468,1.793,1.24,0.29,0.0,0.0,5.91,0.17,0.09986385583878432,0.01614356674914608,6075.0,100.0,1.42,0.16,1.43,0.5,0.0,0.0,4.26,0.17,2.4,0.8,7.5,0.6,0.0008278960858146379,0.00034825898965627197
1,1,3.76483,5e-06,0.04144699092990103,0.0045364865695903265,11.994,1.121,0.44,0.1,0.0,0.0,11.1,0.52,0.13744741267787838,0.01881343655284826,5750.0,100.0,0.8,0.08,0.67,0.22,-0.05,0.05,4.5,0.15,2.4,0.8,7.5,0.6,0.0006270007428918754,0.00025038613937129967
2,1,2.7566,1e-05,0.03659202773509034,0.004822205206211525,13.563,1.681,0.85,0.23,0.0,0.0,6.43,0.31,0.1019197718066719,0.01779311984019736,6034.0,31.0,1.22,0.15,0.86,0.34,0.16,0.16,4.44,0.06,2.4,0.8,7.5,0.6,0.0009436493738819321,0.0004520845759026303
1,1,3.40883495,1.5e-07,0.0442,0.001,13.664,0.314,0.889,0.058,0.0,0.0,8.800515334941093,0.31528329440717595,0.11598894798204845,0.0041815417624477165,6084.0,45.0,1.08,0.03,0.99,0.07,0.05,0.08,4.278713112325293,0.38474909668459073,5.5,2.6,7.5,0.6,0.0008573472279354633,8.248370172921975e-05
1,1,3.4059096,5e-06,0.04659,0.00035,17.363,0.56,0.478,0.029,0.0,0.0,8.014792583009918,0.2015581350274515,0.1273436412246658,0.0051195044893835254,6302.0,102.0,1.25,0.03,1.16,0.03,0.05,0.08,4.055170886598499,0.22110339498725062,2.4,0.8,7.9,0.6,0.00039342331096895,2.594694446310875e-05
1,1,2.71866,2e-06,0.03417054628297391,0.005378697100123853,10.761,1.681,2.63,0.82,0.0,0.0,7.72,0.25,0.10384642200585552,0.02306536671578815,6140.0,95.0,0.95,0.15,0.72,0.34,-0.13,0.13,4.4,0.02,2.4,0.8,7.5,0.6,0.003487493715434892,0.0019734562007448844
2,1,1.21987,1e-06,0.0239,0.00063,17.856,0.829,2.093,0.139,0.010685061461662216,0.010685061461662216,3.571,0.01,0.1118,0.0002,7430.0,100.0,1.44,0.03,1.5,0.03,0.05,0.08,3.883805031879863,0.1795020197443546,2.4,0.8,7.5,0.6,0.0013321960784313726,9.23984702663361e-05
1,1,6.87188,1e-05,0.08541335060857232,0.004529495866364054,13.787,0.673,3.44,0.36,0.03,0.0,12.11,0.27,0.0831550634347836,0.00558048002600317,6180.0,50.0,1.52,0.07,1.76,0.28,-0.02,0.02,4.25,0.01,2.4,0.8,7.5,0.6,0.0018661044837515425,0.0003553534490604317
1,1,4.0552842,3.5e-06,0.048487728329035265,0.001317798318353847,13.675,0.56,1.236,0.13,0.0,0.0,11.39,0.012,0.13188306381078507,0.0072313676172034635,5485.0,50.0,0.9506065857885615,0.03466204506065858,0.9245692548304127,0.07538376312514598,0.05,0.08,4.504249421113496,0.49271643622025474,2.4,0.8,7.5,0.6,0.001276348301681844,0.00016985597810127533
1,2,3.0524,1e-06,0.03839079695135697,0.002369802280962794,12.33,0.56,0.85,0.11,0.0,0.0,9.96,0.42,0.13619071369566235,0.00901877578479134,5545.0,33.0,0.83,0.04,0.81,0.15,0.06,0.06,4.53,0.05,2.4,0.8,7.5,0.6,0.0010018993352326686,0.00022635156187594124
1,1,0.813475,1e-06,0.0142,0.0004,10.424,0.897,1.78,0.1,0.0,0.0,5.0891667864500985,0.32966926120791035,0.15927428489291362,0.016558111014365804,4400.0,200.0,0.6,0.035,0.58,0.05,0.05,0.08,5.222079241094919,0.7575208720307689,2.4,0.8,4.0,0.4,0.0029300982992666565,0.0003014983753113986
1,4,4.159151,4e-07,0.051611075018907174,0.0008114948902411363,12.86,0.1,1.17674,0.051915,0.0006,0.00035,9.567412656600538,0.17155774824886816,0.10163551471353585,0.0011799495448268278,5576.0,67.0,1.16,0.01,1.06,0.05,0.05,0.08,4.165465855028224,0.2091983154926137,2.4,0.8,7.5,0.6,0.001059899854862119,6.845474524627202e-05
2,1,2.78174,6e-06,0.03765113947675508,0.004092515160874971,12.442,1.233,0.37,0.08,0.0,0.0,8.37,0.37,0.11759286574821178,0.015963877421061534,5600.0,150.0,0.97,0.09,0.92,0.3,-0.23,0.23,4.5,0.1,2.4,0.8,7.5,0.6,0.00038397599842612633,0.00015023335380292958
1,1,1.7497798,1.2e-06,0.0272,0.0003,14.24,0.34,0.46,0.02,0.0,0.0,7.3801,0.10895,0.165251499718888,0.005750670562513218,5000.0,100.0,0.79,0.02,0.87,0.03,0.03,0.12,4.58,0.01,0.4,0.25,3.6,0.9,0.0005048109429448172,2.8013231503979775e-05
1,2,3.3098443,2e-06,0.04101,0.00087,12.038,0.415,2.132,0.093,0.03,0.03,11.05,0.195,0.1379516386373437,0.005874647591794248,4953.0,60.0,0.8,0.02,0.84,0.05,0.22,0.11,4.55,0.02,2.4,0.8,0.86,0.21,0.0024232492997198884,0.00017882654978853912
1,1,4.305,6e-06,0.05488692694278425,0.009378438497365102,9.864,1.345,0.55,0.19,0.0,0.0,10.04,1.16,0.07729114008027334,0.01446585462211379,5900.0,100.0,1.17,0.15,1.19,0.61,-0.04,0.04,4.2,0.1,2.4,0.8,7.5,0.6,0.00044127153123692925,0.000272769623293562
1,1,3.8559,3e-06,0.05875959525584407,0.009147556038048475,15.805,2.466,2.68,0.84,0.0,0.0,8.15,0.24,0.09348142274896021,0.02054876428727281,6250.0,150.0,1.55,0.24,1.82,0.85,-0.1,0.1,4.26,0.01,2.4,0.8,7.5,0.6,0.0014058972701506637,0.0007907593329459846
1,1,4.41195,3e-06,0.05451288987293171,0.0040925592998442535,14.796,0.897,0.52,0.08,0.0,0.0,9.55,0.41,0.11028126084624365,0.009805495917248826,6230.0,80.0,1.23,0.08,1.11,0.25,0.04,0.04,4.45,0.1,2.4,0.8,7.5,0.6,0.0004472708002119767,0.00012199514304020007
1,1,4.08605,7e-06,0.05501200700145276,0.011443600454108761,15.693,3.139,2.35,0.98,0.0,0.0,6.73,0.37,0.08174398741620605,0.02305657846477984,6600.0,150.0,1.76,0.35,1.33,0.83,-0.31,0.31,4.3,0.2,2.4,0.8,7.5,0.6,0.0016869662844895042,0.0012661890840926066
1,1,3.86814,2e-06,0.047905050922422095,0.002281192901127484,12.442,0.448,0.29,0.03,0.0,0.0,12.0,0.46,0.13263381369275049,0.00664941774482119,4700.0,50.0,0.86,0.03,0.98,0.14,0.15,0.15,4.5,0.15,2.4,0.8,7.5,0.6,0.00028252839597377416,4.983220201948843e-05
1,1,2.90367,7e-06,0.03635302267090253,0.004304963211424391,13.227,1.345,1.39,0.33,0.0,0.0,4.3,0.27,0.06662734031815533,0.009709885948275607,6050.0,100.0,1.82,0.19,0.76,0.27,0.15,0.15,3.9,0.05,2.4,0.8,7.5,0.6,0.0017461895689449868,0.0007461267040264017
1,1,2.21673,2e-06,0.046787297019651335,0.007180784194917701,14.46,2.018,2.3,0.7,0.0,0.0,4.61,0.35,0.06080990303476269,0.011724267529930452,6250.0,100.0,2.18,0.29,2.78,1.28,-0.06,0.06,4.09,0.05,2.4,0.8,7.5,0.6,0.0007899020150395522,0.00043596931892669487
1,1,2.13775,1e-06,0.032261492872308506,0.002633591254901544,15.244,1.121,0.72,0.12,0.0,0.0,4.86,0.2,0.09841767639038196,0.010020757542785407,5990.0,110.0,1.42,0.1,0.98,0.24,0.39,0.39,4.39,0.07,2.4,0.8,7.5,0.6,0.0007014498106935081,0.00020779115854193935
2,1,1.80988198,6e-07,0.033,0.0002,20.781,0.8574999999999999,0.894,0.0135,0.0,0.0,4.08,0.04,0.10852,0.00084,6329.0,65.0,1.76,0.07,1.46,0.02,0.366,0.053,4.2,0.11,1.816,0.274,1.48,0.28,0.0005846215830905598,1.1919439643973386e-05
2,1,1.36002854,6.2e-07,0.02335,0.00043999999999999996,13.787,0.33599999999999997,1.667,0.066,0.0074,0.0059,5.332,0.069,0.13354,0.0007199999999999999,5617.0,72.0,0.91,0.025,0.9,0.065,-0.1,0.10500000000000001,4.48,0.01,6.2,3.75,7.5,0.6,0.0017684112619406735,0.00014565078222995983
1,1,2.17518,5e-06,0.04048074481573264,0.009813513894919135,21.633,5.044,1.11,0.54,0.0,0.0,3.54,0.21,0.08062025263202179,0.026733031731002603,6100.0,150.0,2.46,0.58,1.87,1.36,-0.35,0.35,4.1,0.2,2.4,0.8,7.5,0.6,0.0005667239335059405,0.0004958736362207246
1,1,3.662392,4e-06,0.0519,0.0008,17.15,0.448,0.85,0.08,0.0,0.0,7.407,0.109,0.1044,0.00048,6600.0,100.0,1.51,0.035,1.39,0.06,0.03,0.1,4.2,0.15,2.4,0.8,7.5,0.6,0.0005838406198118429,6.045327531222577e-05
1,1,3.06785234,8.1e-07,0.0344,0.0010500000000000002,11.198,0.3415,0.538,0.035500000000000004,0.002,0.006,12.63,0.10500000000000001,0.17137,0.00038,4143.0,93.0,0.59,0.02,0.58,0.05,-0.13,0.16,4.66,0.015,2.4,0.8,1.27,0.15500000000000003,0.0008856139803401469,9.614385592646857e-05
1,2,8.52349648,6e-07,0.0778,0.0021,10.72,0.27,0.692,0.058,0.010685061461662216,0.010685061461662216,21.78,0.20500000000000002,0.12793,0.00058,5280.0,80.0,0.77,0.02,0.85,0.04,0.05,0.08,4.8891484539831085,0.34269872099148346,2.4,0.8,7.5,0.6,0.0007772797444769763,7.471389812115685e-05
2,1,1.682795,1.9e-06,0.02946,0.00075,15.524,0.673,2.18,0.15,0.0,0.0,3.8864647073918577,0.17394198182116544,0.08731292576396109,0.004965625333146681,6450.0,120.0,1.63,0.06,1.2,0.09,0.05,0.08,3.5390212164102834,0.37193160244352175,2.4,0.8,9.9,0.6,0.0017344645550527906,0.00017653620149072664
2,2,3.95019,4e-06,0.058025911596832465,0.007412491701096075,17.71,1.457,0.5,0.13,0.0,0.0,8.44,0.84,0.10970321550528536,0.012671779823557244,6170.0,80.0,1.48,0.12,1.67,0.64,0.26,0.26,4.27,0.07,2.4,0.8,7.5,0.6,0.0002858536321023113,0.0001323807708798137
2,1,2.84938,8e-06,0.036055233651010904,0.006555497027803899,14.908,1.569,1.26,0.45,0.0,0.0,4.93,0.75,0.08705269952181234,0.012753274955611335,6900.0,120.0,1.57,0.16,0.77,0.42,-0.03,0.03,4.35,0.17,2.4,0.8,7.5,0.6,0.0015623200329082682,0.0010185939400621487
1,1,3.58572,4e-06,0.05141562405581076,0.003646498160187057,16.029,1.009,0.51,0.08,0.0,0.0,8.45,0.3,0.11217540463940433,0.009838165564788642,6380.0,120.0,1.31,0.08,1.41,0.3,0.2,0.2,4.31,0.08,2.4,0.8,7.5,0.6,0.00034533551554828153,9.128575362081527e-05
1,1,0.925542,1.9e-05,0.01985,0.00021,17.127,0.6725,1.49,0.088,0.010685061461662216,0.010685061461662216,2.978,0.07300000000000001,0.1093,0.0018,6110.0,160.0,1.44,0.04,1.22,0.04,0.06,0.13,4.22,0.08499999999999999,4.0,1.0,10.6,0.9,0.0011660485127216083,7.876751357365992e-05
1,1,7.87288,1e-05,0.075,0.003,10.761,0.336,1.8,0.1,0.0,0.0,17.9,0.2,0.10961566767284749,0.005006497824399711,5070.0,130.0,0.9,0.03,0.89,0.09,0.28,0.16,4.2,0.2,2.4,0.8,1.7,1.9,0.001930957344043927,0.000222792661094337
1,1,9.28971,1e-05,0.08442419186490557,0.024207653581410745,11.433,3.363,1.62,0.94,0.0,0.0,13.79,0.44,0.0800113170654632,0.0330542265534184,6055.0,136.0,1.31,0.38,0.93,0.8,-0.09,0.09,4.23,0.02,2.4,0.8,7.5,0.6,0.0016631148737410596,0.0017256821809502815
1,2,5.7214742,5.7214742,0.055057027241187335,0.03670865354508106,5.531588927822266,0.28810358999074304,0.096,0.005,0.06,0.04,17.670447407811366,11.793374001367114,0.07568984354134978,0.004543749418778985,4425.0,70.0,0.67,0.02,0.68,0.02,0.02,0.09,4.63,0.01,3.4,0.7,7.5,0.6,0.00013478839499600744,8.062245360168186e-06
1,1,10.02165,0.00055,0.09903618042985723,0.007677224144238315,11.882,0.785,0.3,0.05,0.3,0.02,17.43,0.98,0.08928782191306314,0.007353904120980901,6040.0,90.0,1.22,0.06,1.29,0.3,-0.11,0.11,4.28,0.16,2.4,0.8,7.5,0.6,0.0002220351467957487,6.352730386513081e-05
1,1,3.6112706,4.3e-06,0.0514,0.0007,16.511,1.076,4.85,0.21,0.057,0.019999999999999997,5.9,0.33,0.08094579306496208,0.00710626794839667,6450.0,120.0,1.87,0.11,1.39,0.06,-0.05,0.07,4.04,0.05,2.6,0.5,15.1,1.2,0.003331325889514633,0.00020367614022082838
1,1,1.27492504,1.45e-07,0.02596,0.00053,19.649,0.404,1.157,0.07,0.0,0.0,3.8131,0.00675,0.12355,0.00031,6586.0,59.0,1.46,0.03,1.36,0.07500000000000001,0.05,0.08,3.813666036929728,0.2622868136228753,2.4,0.8,7.5,0.6,0.0008122404844290658,6.649271166497782e-05
2,1,4.17806203,7.05e-07,0.0484,0.001155,14.695,0.3025,0.1647,0.019299999999999998,0.0,0.0,7.81,0.1,0.10103,0.000365,5750.0,100.0,1.33,0.03,0.95,0.02,0.05,0.08,3.844365720821523,0.1913851901053581,2.4,0.8,7.5,0.6,0.00016552369611812337,1.9707062270276903e-05
1,1,5.322023,5e-06,0.0607,0.0009,13.675,0.56,0.27,0.02,0.0,0.0,8.53113570664239,0.30614842902441813,0.08194046340686627,0.004293023627202891,6030.0,90.0,1.53,0.05,1.06,0.06,-0.18,0.08,4.09,0.03,4.5,3.5,3.0,0.9,0.00024319132587723047,2.2671583104361844e-05
1,2,8.803809,4.3e-05,0.08215,0.00118,8.474,0.16849999999999998,0.287,0.019,0.208,0.0225,19.33,0.41500000000000004,0.08498,0.00072,5555.0,90.0,0.91,0.01,0.95,0.04,0.099,0.078,4.5,0.025,3.6,3.35,7.5,0.6,0.0002884353417480352,2.2629898690094425e-05
1,1,3.8361623,1.5e-06,0.0458,0.0008500000000000001,6.028,0.124,0.13152,0.00912,0.0,0.0,11.86579868417179,0.2625517169615553,0.06684,0.00079,4987.0,56.5,0.83,0.01,0.87,0.03,0.305,0.058499999999999996,4.54,0.02,5.6,3.55,7.5,0.6,0.0001443320330784834,1.1177601761281006e-05
1,1,5.44354,4e-06,0.0641,0.0011,7.062,0.336,0.101,0.005,0.0,0.0,11.3,0.6,0.053067715733887556,0.0036313314786490455,6050.0,50.0,1.22,0.06,1.19,0.06,0.19,0.05,4.34,0.05,2.1,0.9,5.1,0.3,8.103349937259973e-05,5.725883185302681e-06
1,1,2.0219596,6e-07,0.0365,0.0006,17.71,0.56,8.0,8.0,0.010685061461662216,0.010685061461662216,4.384796310616774,0.14211542600944177,0.09070433460772198,0.0038269379885442524,7000.0,250.0,1.79,0.05,1.59,0.08,0.1,0.1,4.13,0.02,1.29,0.315,49.94,0.04,0.004803779276587268,0.004809855925925382
1,1,4.2337005,1.8e-06,0.05503,0.00056,16.107,0.56,0.33,0.091,0.0,0.0,8.789,0.088,0.1098,0.003,6399.0,68.0,1.35,0.02,1.24,0.04,0.06,0.06,4.27,0.01,2.2,0.52,16.24,0.53,0.0002540869945993286,7.054418865699844e-05
2,1,3.409264,1e-06,0.048,0.001,13.899,0.448,0.9,0.1,0.0,0.0,8.673689398139592,0.4731909867537105,0.10707771750356028,0.006407802636127831,6600.0,200.0,1.19,0.06,1.3,0.1,0.1,0.2,4.42,0.01,1.2,1.0,19.9,0.6,0.0006609815523842673,8.932509388411044e-05
1,1,5.367753,4e-06,0.0663,0.0008,12.89,1.009,1.0,0.1,0.0,0.0,8.910521776627856,0.5671914344371187,0.07385764338076757,0.0073981818314455515,6400.0,100.0,1.6,0.1,1.35,0.05,-0.02,0.05,4.17,0.04,2.4,0.8,13.3,0.6,0.0007072230601642365,7.541711488036947e-05
1,1,3.19154,0.00014,0.03538186196985915,0.0028468166683711634,15.805,1.345,7.29,1.19,0.29,0.0,4.95,0.18,0.0940884449746028,0.010453557187483298,6429.0,50.0,1.54,0.11,0.58,0.14,-0.18,0.18,3.95,0.06,2.4,0.8,7.5,0.6,0.012000234045872991,0.003496794718135487
1,1,4.12508,4e-06,0.051966520252125024,0.003464434683637878,14.011,0.897,1.42,0.19,0.0,0.0,7.68,0.11,0.08858570430179477,0.007899173437558213,6397.0,70.0,1.45,0.09,1.1,0.22,-0.04,0.04,4.18,0.03,2.4,0.8,7.5,0.6,0.0012324969148498558,0.0002965767490988122
1,1,3.7650007,8.1e-06,0.0815,0.0077,23.203,2.466,4.4,4.4,0.0,0.0,9.08,0.17,0.11,0.006,6720.0,100.0,1.93,0.18,1.47,0.06,-0.07,0.1,4.04,0.1,1.88,0.55,48.0,3.0,0.002857758488010589,0.002860137970927423
1,1,1.744579,8e-06,0.0338,0.0003,16.477,1.121,19.7,1.6,0.0,0.0,4.67,0.43500000000000005,0.095,0.002,7000.0,200.0,1.56,0.1,1.68,0.1,0.35,0.1,4.27,0.05,0.27,0.12,40.0,10.0,0.011195593622064211,0.001127340795923506
1,1,4.375021,1e-05,0.05036,0.000265,6.882,0.191,0.074,0.011,0.0,0.0,9.81,0.14,0.057,0.0012,5732.0,25.0,1.1,0.02,0.89,0.015,-0.102,0.043,4.3,0.01,11.89,0.6,3.1,0.27,7.938380192180589e-05,1.1875900552305593e-05
1,2,6.134989,1.3e-06,0.0701,0.0004,12.554,1.009,2.182,0.033,0.301,0.006,7.46,0.125,0.05541,0.00021,5788.0,51.0,2.03,0.16,1.22,0.02,0.22,0.02,3.99,0.12,5.25,0.35,3.23,0.77,0.0017075958756768788,3.8086373337487445e-05
1,6,8.8803256,4.7e-06,0.0804,0.0024000000000000002,3.41,0.075,0.03146,0.0022,0.031,0.010499999999999999,18.36,0.41500000000000004,0.03319,0.000245,5348.0,100.0,0.94,0.02,0.81,0.04,-0.15,0.06,4.3,0.1,8.7,8.7,2.0,2.0,3.708206245461148e-05,3.174551017140107e-06
1,1,28.380619,0.0005395,0.1796,0.0015,9.11,0.17,0.20071669478052437,0.003745536565608029,0.20500000000000002,0.0925482657157258,47.25,1.355,0.0951,0.0009499999999999999,5370.0,68.0,0.88,0.01,0.96,0.02,0.24,0.05,4.54,0.02,2.4,0.8,7.5,0.6,0.0001996192618716565,5.583110925292579e-06
1,1,12.4551225,3.1e-06,0.1016,0.00185,8.676,0.28,0.26,0.020999999999999998,0.0697,0.0405,26.62,0.535,0.09679,0.000565,5282.0,39.5,0.82,0.025,0.9,0.05,0.098,0.0675,4.57,0.015,1.8,1.75,1.9,0.5,0.0002758169934640523,2.7038631767420467e-05
2,1,2.8717518,2.8e-06,0.0455,0.00068,17.598,0.4375,1.18,0.11,0.0,0.0,5.138,0.057999999999999996,0.08462,0.00091,6670.0,120.0,1.91,0.04,1.52,0.07,0.09,0.13,4.06,0.01,1.9,0.2,12.3,0.3,0.0007411883781852822,7.70653319722917e-05
2,1,5.55149296,5.149999999999999e-07,0.0665,0.0011,12.711,0.297,4.59,0.18,0.0319,0.0076500000000000005,10.67,0.155,0.08702,0.000105,6426.0,92.0,1.34,0.03,1.27,0.06,0.138,0.08399999999999999,4.29,0.01,1.98,0.87,19.74,0.14,0.0034506359781950333,0.00021186664692131354
1,1,4.511164,6.1e-05,0.063,0.0027,17.878,0.5155000000000001,0.74,0.125,0.0,0.0,7.96895213454075,0.4014190455452138,0.09619,0.00101,6478.0,91.5,1.7,0.045,1.64,0.20500000000000002,-0.06,0.09,4.2,0.045,2.17,0.37,15.2,0.8,0.0004308023396976052,9.052857976376012e-05
1,1,6.9839095,5.1e-06,0.0723,0.0013,12.229,0.29700000000000004,6.01,0.235,0.151,0.0115,12.61,0.30000000000000004,0.09097,0.00053,5925.0,80.5,1.23,0.03,1.03,0.06,-0.069,0.07200000000000001,4.27,0.025,6.8,2.25,4.08,0.5,0.005570926503536441,0.00039085012036180823
1,1,11.2366,0.00011,0.1038,0.0017,13.115,0.336,1.236,0.068,0.435,0.024,17.4380120741699,0.49860024742187664,0.0942,0.0010999999999999998,6295.0,77.0,1.28,0.03,1.18,0.06,0.0,0.05,4.29,0.03,2.92,0.765,7.8,0.19,0.0010000613543983436,7.491950905539279e-05
3,2,10.156272,3.5499999999999996e-05,0.08598,0.000245,4.67,0.32,0.07416231315006432,0.005081785911781709,0.32,0.195,20.773851572985254,1.2851413651386094,0.0479,0.0015,4928.0,105.0,0.89,0.055,0.82,0.01,0.05,0.08,4.58388148489562,0.5692983348528434,0.053,0.0215,14.24,0.52,8.634945411468697e-05,6.00985488960305e-06
1,1,1.902603,1.1e-05,0.0389,0.0011,21.017,0.594,2.3,2.3,0.01,0.01,4.291,0.059,0.0988,0.00135,7300.0,100.0,1.95,0.05,1.79,0.26,-0.1,0.12,4.1,0.2,2.4,0.8,85.1,6.3,0.001226775196541874,0.0012396488808763156
1,1,63.48347,0.0001,0.337,0.039999999999999994,9.752,0.785,0.2221522504520827,0.017882436075152268,0.57,0.14,53.7,4.35,0.066,0.00045,6341.0,69.0,1.36,0.11,1.29,0.06,0.12,0.055,4.29,0.07,1.41,1.165,12.49,0.33,0.00016441869180044706,1.528562227377762e-05
1,1,8.8720982,7.7e-06,0.0892,0.0020499999999999997,11.893,0.3585,3.6,0.33,0.394,0.036500000000000005,13.12,0.48,0.07469,0.00047999999999999996,5977.0,78.5,1.46,0.04,1.2,0.08,0.15,0.10500000000000001,4.19,0.04,4.5,1.9,7.5,0.6,0.002864253393665159,0.00032465048386235064
1,1,7.18585,1e-05,0.073,0.0007,11.209,0.28,0.64,0.04,0.0,0.0,14.3,0.25,0.092,0.001,5831.0,80.0,1.12,0.02,1.01,0.03,0.06,0.05,4.34,0.03,6.7,1.65,2.2,0.5,0.0006049908158236639,4.186482435062361e-05
2,1,2.6556777,4.4e-07,0.039,0.001,13.899,0.336,1.265,0.065,0.0,0.0,8.921673868964062,0.29726124647298635,0.13555583386089015,0.004365434971860355,6112.0,27.0,0.94,0.02,1.09,0.08,0.05,0.08,4.598177305376799,0.3901012453126018,2.4,0.8,7.5,0.6,0.001108036863298601,9.927296520148575e-05
1,1,1.7100566,2.9e-06,0.03005,0.00031,19.537,0.527,1.284,0.032,0.0,0.0,4.248,0.072,0.11783567667551803,0.00393854068574413,5720.0,130.0,1.52,0.03,1.24,0.04,0.32,0.09,4.17,0.02,5.11,0.8,3.3,0.8,0.0009886293971682967,4.0300379790114624e-05
1,1,11.55098,1e-05,0.1012,0.0014,9.976,0.336,1.23,0.04,0.0,0.0,22.668295721335824,0.7746927248236086,0.0952681471898807,0.004377113740362488,5625.0,90.0,0.96,0.03,1.04,0.04,0.26,0.1,4.49,0.02,2.0,2.0,0.5,0.5,0.0011291768186564566,5.687354927417331e-05
2,1,5.924262,4e-06,0.062,0.002,8.967,0.56,0.117,0.017,0.0,0.0,16.665229265487998,0.9916277365086347,0.10275895860284605,0.00822081535517499,5310.0,90.0,0.8,0.04,0.92,0.1,0.2,0.09,4.59,0.06,0.5,0.5,4.2,1.1,0.00012141943734015346,2.2032387964148165e-05
1,1,3.3448285,1.2e-06,0.0558,0.001,20.288,1.009,1.66,0.12,0.0,0.0,7.17,0.21,0.11137437414950177,0.007243975633245653,9360.0,150.0,1.67,0.07,2.07,0.11,0.21,0.16,4.31,0.04,2.4,0.8,8.2,0.6,0.0007656458346995432,6.869337577801549e-05
1,1,2.724033,2.724033,0.05053,0.00098,18.147,0.235,1.99,0.15000000000000002,0.0,0.0,4.6,0.028,0.07045,0.00014,8000.0,80.0,2.36,0.03,2.03,0.07,0.29,0.13,3.9,0.2,0.73,0.13,93.1,1.7,0.0009359383010498631,7.757983119370769e-05
